# VoxWrite offline Pinyin lexicon v2
# Generated from jieba 0.42.1 + pypinyin 0.55.0 (MIT)
a	啊 阿 嗄 锕
gesiqizhi	各司其职
gesong	歌颂
gesuan	铬酸
geta	圪塔
getan	歌坛
gete	哥特
geteng	葛藤
geteren	哥特人
geteshi	哥特式
geti	个体
getiao	各条
getie	铬铁
getiekuang	铬铁矿
getihu	个体户
getihua	个体化
getijingji	个体经济
getijingying	个体经营
geting	歌厅
getou	个头
getouer	个头儿
gewai	格外
gewang	歌王
gewei	各位 个位
geweihui	革委会
geweinuo	戈维诺
geweiqizhu	各为其主
gewu	歌舞 格物
gewuji	歌舞伎
gewuju	歌舞剧
gewushengping	歌舞升平
gewuting	歌舞厅
gewutuan	歌舞团
gewuzhizhi	格物致知
gexi	各系
gexia	阁下
gexian	各县
gexiang	各项
gexiangtongxing	各向同性
gexiangyixing	各向异性
gexiansheng	葛先生
gexianshentong	各显神通
gexiao	各校
gexin	革新
gexing	个性 各型 各行 歌星 歌行
gexinghua	个性化
gexingqishi	各行其是
geyan	格言
geyang	各样
geyao	歌谣 哥窑
geye	各业 隔夜
geyi	各异
geyin	隔音
geyong	歌咏
geyongxian	葛拥宪
geyouqianqiu	各有千秋
geyousuochang	各有所长
geyuan	阁员
gezhan	各站 个展
gezhang	各章
gezhanglao	葛长老
gezhe	歌者
gezhen	各镇 隔振
gezhenlin	葛振林
gezhi	革职 搁置
gezhigezhi	咯吱咯吱
gezhiwo	胳肢窝
gezhiyici	各执一词
gezhong	各种
gezhonggeyang	各种各样
gezhou	各州
gezhouba	葛洲坝
gezhoubashuidianzhan	葛洲坝水电站
gezhuang	格状
gezi	各自 个子 鸽子 格子 歌子
gezihua	鸽子花
geziweizhan	各自为战
geziweizheng	各自为政
gezu	各族 各组
gong	共 供 宫 功 公 攻 工 拱 恭 弓 汞 贡 躬 龚 巩 厷 觥 愩 肱 龔 蚣 栱 宮 珙 杛 廾 塨 幊 拲 鞏
gongan	公安 公案
gonganbu	公安部
gonganbudui	公安部队
gonganbumen	公安部门
gonganchu	公安处
gonganju	公安局
gonganjuzhang	公安局长
gonganrenyuan	公安人员
gonganting	公安厅
gonganxian	公安县
gongba	拱坝
gongbaichuicheng	功败垂成
gongban	公办
gongbao	公报
gongbei	拱北
gongben	工本 宫本
gongbi	工笔
gongbihua	工笔画
gongbing	工兵
gongbinglian	工兵连
gongbingtuan	工兵团
gongbingying	工兵营
gongbinie	贡比涅
gongbu	公布 工部
gongbuju	工部局
gongbukemei	功不可没
gongbuyingqiu	供不应求
gongcaihui	宫才会
gongcang	公仓
gongce	公厕
gongcha	贡茶
gongchai	公差
gongchan	共产 公产
gongchandang	共产党
gongchandangren	共产党人
gongchandangyuan	共产党员
gongchang	工厂 工场
gongchanghua	工厂化
gongchangqu	工厂区
gongchanguoji	共产国际
gongchanzhuyi	共产主义
gongchanzhuyizhe	共产主义者
gongchaohe	宫朝贺
gongche	公车 工尺
gongchen	功臣
gongcheng	工程 宫城 恭城
gongchengbing	工程兵
gongchengbu	工程部
gongchengche	工程车
gongchengchu	工程处
gongchengdui	工程队
gongchenghaoda	工程浩大
gongchengjianshe	工程建设
gongchengjishu	工程技术
gongchengju	工程局
gongchengkuan	工程款
gongchengliang	工程量
gongchenglvedi	攻城略地 攻城掠地
gongchengmingjiu	功成名就
gongchengnan	宫城南
gongchengshentui	功成身退
gongchengshi	工程师
gongchengxi	工程系
gongchengxiangmu	工程项目
gongchengxue	工程学
gongchengxueyuan	工程学院
gongchengyuan	工程院
gongchi	公尺
gongchoujiaocuo	觥筹交错
gongchu	共处
gongchuang	共创
gongci	供词
gongcun	共存
gongda	攻打 工大
gongdadian	宫大典
gongdang	工党 共党
gongdao	公道
gongdaohua	公道话
gongdayuqiu	供大于求
gongde	功德 公德
gongdeng	宫灯 汞灯
gongdewuliang	功德无量
gongdeyuanman	功德圆满
gongdi	工地 功底 公敌
gongdian	宫殿 供电
gongdianju	供电局
gongdianshi	宫殿式
gongdianxitong	供电系统
gongdiao	宫调
gongdie	公爹
gongding	拱顶
gongdu	攻读 共度 工读
gongdun	公吨
gonge	宫娥
gongfa	功法 公法
gongfang	攻防 公房 公方
gongfei	公费
gongfen	公愤 公分 工分
gongfeng	供奉 工蜂
gongfu	功夫 工夫 贡赋 宫府 公妇
gongfubufuyouxinren	功夫不负有心人
gongfuguonan	共赴国难
gongfupian	功夫片
gonggan	公干
gonggao	公告 供稿
gonggaolan	公告栏
gonggaori	公告日
gonggashan	贡嘎山
gonggong	公共 公公 共工
gonggongchangsuo	公共场所
gonggongjiaotong	公共交通
gonggongjingjing	恭恭敬敬
gonggongke	公共课
gonggongqiche	公共汽车
gonggongxing	公共性
gonggongzhengzheng	工工整整
gonggongziyuan	公共资源
gonggu	巩固 公估
gongguan	攻关 公关 公馆 宫观 共管
gongguanbu	公关部
gongguangjie	龚光杰
gongguanzu	攻关组
gongguer	龚古尔
gongguo	公国 功过
gongguoyuqiu	供过于求
gonghai	公害 公海
gonghan	公函
gonghang	工行
gonghao	功耗
gonghe	共和 恭贺
gonghedang	共和党
gonghedangren	共和党人
gongheguo	共和国
gonghejun	共和军
gonghepai	共和派
gongheyuannian	共和元年
gonghezhi	共和制
gonghou	恭候 公侯
gonghuanghou	宫皇后
gonghuangtaihou	宫皇太后
gonghuannan	共患难
gonghui	工会 公会
gonghuo	供货
gonghuoshang	供货商
gongji	攻击 供给 功绩 共计 公鸡 公祭 公积 共济
gongjia	公家 工价 共价
gongjiajian	共价键
gongjian	弓箭 攻坚 共建 工件
gongjianfa	公检法
gongjiang	工匠
gongjianguo	龚建国
gongjianshou	弓箭手
gongjianzhan	攻坚战
gongjiao	公交
gongjiaoche	公交车
gongjie	攻讦
gongjiji	攻击机
gongjijin	公积金
gongjili	攻击力
gongjiliang	供给量
gongjin	公斤 恭谨 攻进
gongjinengli	攻击能力
gongjing	恭敬 宫颈
gongjingai	宫颈癌
gongjiu	贡酒
gongjixing	攻击型 攻击性
gongjizhe	攻击者
gongjizhi	供给制
gongju	工具 共聚 公举
gongjubao	工具包
gongjue	公爵 公决
gongjugang	工具钢
gongjushu	工具书
gongjuwu	共聚物
gongka	工卡
gongkai	公开
gongkaihua	公开化
gongkaisai	公开赛
gongkaixin	公开信
gongkaixing	公开性
gongke	攻克 功课 工科
gongkuan	公款
gongkuanchihe	公款吃喝
gongkuang	工矿
gongkuangqiye	工矿企业
gongkuangqu	工矿区
gongkuangye	工矿业
gongkuiyikui	功亏一篑
gonglai	宫来
gonglao	功劳
gongli	公里 功力 宫里 公理 公立 功利 公历 公厘 工力
gonglian	工联
gongliang	公粮
gonglihua	公理化
gongling	工龄
gonglixing	功利性
gonglizhuyi	功利主义
gonglu	公路 公鹿
gongluju	公路局
gonglun	公论
gongluqiao	公路桥
gongluwang	公路网
gongluxian	公路线
gonglv	功率
gonglve	攻略 攻掠
gonglvyinshu	功率因数
gongmao	工贸
gongmen	宫门 拱门
gongmian	共勉
gongmin	公民
gongming	功名 共鸣 公明
gongmingfugui	功名富贵
gongminglilu	功名利禄
gongmingyun	共命运
gongminquan	公民权
gongmo	巩膜
gongmou	共谋
gongmu	公墓
gongnei	宫内
gongneng	功能
gongnengqiquan	功能齐全
gongnengqu	功能区
gongnengxing	功能性
gongnengzhuyi	功能主义
gongniangniang	宫娘娘
gongniu	公牛
gongnong	工农
gongnongbing	工农兵
gongnonghongjun	工农红军
gongnonglianmeng	工农联盟
gongnongye	工农业
gongnu	弓弩
gongnuan	供暖
gongnushou	弓弩手
gongnv	宫女
gongpeng	工棚
gongpin	贡品 供品
gongping	公平
gongpingheli	公平合理
gongpingjiaoyi	公平交易
gongpingxing	公平性
gongpo	攻破 公婆
gongpu	公仆
gongqi	工期 供气 宫崎 公妻
gongqian	工钱 宫前
gongqiang	宫墙 宫腔
gongqiao	拱桥 工巧
gongqin	公勤
gongqing	公顷 公卿 恭请
gongqingtuan	共青团
gongqingtuanyuan	共青团员
gongqingtuanzhongyang	共青团中央
gongqinwang	恭亲王
gongqiu	供求
gongqiwubei	攻其无备
gongqu	攻取 工区
gongque	宫阙
gongran	公然
gongre	供热
gongren	工人 公认 公人 供认
gongrenbuhui	供认不讳
gongrendang	工人党
gongrenguan	公任官
gongrenjieji	工人阶级
gongrenyundong	工人运动
gongrongquan	共荣圈
gongru	攻入
gongsha	攻杀
gongshan	贡山
gongshang	工商 共商 工伤
gongshangbumen	工商部门
gongshangguoshi	共商国是
gongshanghu	工商户
gongshangjie	工商界
gongshangju	工商局
gongshanglian	工商联
gongshangqiye	工商企业
gongshangye	工商业
gongshangyezhe	工商业者
gongshe	公社 公设
gongshehua	公社化
gongshen	躬身 公审 弓身
gongsheng	共生 公生 公升
gongshengmen	公生门
gongshengqiao	公生桥
gongshenxingli	躬身行礼
gongshi	公式 公使 攻势 共识 工事 公事 贡士 宫室 共事 公示 工时
gongshigongban	公事公办
gongshiguan	公使馆
gongshihua	公式化
gongshixian	公使衔
gongshou	拱手 攻守
gongshu	公署 供述
gongshui	供水
gongshun	恭顺
gongsi	公司 公私
gongsifa	公司法
gongsijiangu	公私兼顾
gongsizhi	公司制
gongsu	公诉
gongsun	公孙
gongsungu	公孙谷
gongsunguzhu	公孙谷主
gongsunlv	公孙绿
gongsunsheng	公孙胜
gongsunyuan	公孙渊
gongsunzan	公孙瓒
gongsunzhi	公孙止
gongsunzhijian	公孙止见
gongsuo	公所
gongsuren	公诉人
gongtaihou	宫太后
gongtang	公堂 公帑
gongti	供体 工体
gongtian	公田
gongting	宫廷
gongtingwu	宫廷舞
gongtingzhengbian	宫廷政变
gongtong	共同 共通 珙桐
gongtongdian	共同点
gongtonggangling	共同纲领
gongtongshe	共同社
gongtongshichang	共同市场
gongtongti	共同体
gongtongxing	共同性
gongtongyu	共同语
gongtongyuyan	共同语言
gongtou	工头 公投
gongtu	公凸
gongtui	公推
gongwaiyun	宫外孕
gongwangfu	恭王府
gongwei	恭维 工委 拱卫 宫闱 工位
gongwen	公文 工稳
gongwenbao	公文包
gongwu	公务 公物 贡物 工务
gongwubuke	攻无不克
gongwuyuan	公务员
gongxi	恭喜 工细
gongxia	攻下
gongxian	贡献 攻陷 弓弦 巩县 供献 共线
gongxiandu	贡献度
gongxiang	共享 公相
gongxianjiang	贡献奖
gongxianlv	贡献率
gongxianzhe	贡献者
gongxiao	功效 工效 供销
gongxiaoshe	供销社
gongxin	攻心 工薪 公心
gongxinchu	工信处
gongxing	拱形 共性 宫刑 弓形
gongxinjieceng	工薪阶层
gongxinli	公信力
gongxu	工序 供需
gongxuan	拱券
gongxue	工学
gongxueyuan	工学院
gongxun	功勋
gongyan	公演 公岩
gongyang	供养 公羊
gongyangren	供养人
gongyao	弓腰
gongye	工业 功业 公爷
gongyebu	工业部
gongyebumen	工业部门
gongyeer	公冶二
gongyegeming	工业革命
gongyeguo	工业国
gongyehua	工业化
gongyejia	工业家
gongyejie	工业界
gongyeju	工业局
gongyepin	工业品
gongyeqian	公冶乾
gongyequ	工业区
gongyeshengchan	工业生产
gongyetixi	工业体系
gongyeyong	工业用
gongyeyuan	工业园
gongyeyuanqu	工业园区
gongyi	工艺 公益 公议 公意 工蚁 公义
gongyijin	公益金
gongyiliucheng	工艺流程
gongyimeishu	工艺美术
gongyimeishupin	工艺美术品
gongying	供应 恭迎 公营 公映
gongyingdi	供应地
gongyingguo	供应国
gongyinglian	供应链
gongyingliang	供应量
gongyingshang	供应商
gongyipin	工艺品
gongyishi	巩义市
gongyixing	公益性
gongyixue	工艺学
gongyong	共用 公用 功用
gongyongdianhua	公用电话
gongyonggu	巩永固
gongyongshiye	公用事业
gongyou	共有 公有 工友 供油
gongyouhua	公有化
gongyouzhi	公有制
gongyu	公寓 公育
gongyuan	公元 公园 贡院 宫院
gongyuanqian	公元前
gongyue	公约
gongyun	公允
gongyuzhi	龚育之
gongzei	工贼
gongzeyi	龚泽艺
gongzhai	公债
gongzhaiquan	公债券
gongzhan	攻占
gongzhang	公章
gongzhen	共振
gongzheng	公正 公证 工整
gongzhengchu	公证处
gongzhengren	公证人
gongzhengxing	公正性
gongzhentai	共振态
gongzhi	公职 供职 工质 公制 工致
gongzhiyuzhong	公之于众
gongzhong	公众 宫中 工种
gongzhonggu	公众股
gongzhongtiguo	公忠体国
gongzhongwang	公众网
gongzhu	公主 汞柱 恭祝 宫主
gongzhuan	公转
gongzhuang	工装 供状
gongzhudao	公主道
gongzhufen	公主坟
gongzhuo	供桌
gongzi	工资 公子
gongzige	公子哥
gongzigeer	公子哥儿
gongziye	公子爷
gongzizhen	龚自珍
gongzizhi	工资制
gongzuo	工作
gongzuobu	工作部
gongzuobumen	工作部门
gongzuocan	工作餐
gongzuodui	工作队
gongzuofu	工作服
gongzuokuang	工作狂
gongzuoliang	工作量
gongzuomian	工作面
gongzuorenyuan	工作人员
gongzuori	工作日
gongzuoshi	工作室
gongzuotai	工作台
gongzuotuan	工作团
gongzuowendu	工作温度
gongzuoxiaolv	工作效率
gongzuozhan	工作站
gongzuozhe	工作者
gongzuozheng	工作证
gongzuozhi	工作制
gongzuozu	工作组
gou	够 狗 沟 購 勾 钩 购 构 緱 褠 苟 垢 彀 岣 姤 诟 笱 鞲 媾 觏 缑 佝 冓 枸 遘 鉤 煹 構 篝
gouan	苟安
gouben	够本
goubing	购并 诟病
goucao	沟槽
goucheng	构成
gouchishi	狗吃屎
gouchong	钩虫
goucifa	构词法
gouda	勾搭
goudang	勾当
goudao	沟道
goude	购得
goudi	沟底
goudong	狗洞
goudongxi	狗东西
goudui	勾兑
goufang	购房
goufangren	购房人
goufangzhe	购房者
goufei	狗吠
gouge	够格
gougoudada	勾勾搭搭
gougu	沟谷
gouguan	狗官
gougudingli	勾股定理
gouhe	媾和 沟壑
gouhua	勾画
gouhui	购汇 购回
gouhuo	篝火 苟活 购货
gouji	购机
goujia	构架
goujian	构件 构建 勾践
goujie	勾结
goujin	购进
goujitiaoqiang	狗急跳墙
goukou	沟口
goulan	勾栏
goule	勾勒
gouli	沟里
goulian	勾连
goulou	佝偻
gouloubing	佝偻病
gouma	诟骂
goumai	购买
goumaili	购买力
goumaizhe	购买者
goupengyou	够朋友
goupi	狗屁
goupiao	购票
goupibutong	狗屁不通
gouqi	枸杞
gouqiang	够呛 够戗
gouqie	苟且
gouqietousheng	苟且偷生
gouqizi	枸杞子
gouqu	沟渠
gouri	狗日
gourou	狗肉
gouru	购入
goushu	购书
gousi	构思
goutong	沟通 苟同 勾通
goutou	狗头
goutu	构图
goutuizi	狗腿子
gouwo	狗窝
gouwu	购物
gouwudian	购物点
gouwuquan	购物券
gouxiang	构想
gouxiao	购销 勾销
gouxindoujiao	勾心斗角
gouxing	构型
gouxiong	狗熊
gouxu	沟洫
gouxuelintou	狗血淋头
gouyancanchuan	苟延残喘
gouyankanren	狗眼看人
gouyin	勾引
gouyisi	够意思
gouyu	狗鱼
gouzaizi	狗崽子
gouzao	构造
gouzaoyundong	构造运动
gouzei	狗贼
gouzhen	钩针
gouzhi	购置
gouzhu	构筑
gouzhuwu	构筑物
gouzi	钩子
gu	故 股 古 骨 顾 谷 鼓 孤 固 姑 雇 钴 箍 沽 估 咕 鹄 蛊 锢 菇 傦 辜 鹘 呱 毂 牯 蛄 菰 啒 棝 鸪 觚
gua	挂 刮 卦 瓜 寡 褂 剐 叧 诖 胍 鸹 聒 栝 剮 掛 罣
guaai	挂碍
guabudizhong	寡不敌众
guacai	挂彩
guache	挂车
guachu	挂出
guadao	挂到 刮刀
guadeluopu	瓜德罗普
guadian	挂点
guaduan	挂断
guafen	瓜分
guafeng	刮风
guafu	寡妇
guagan	瓜干
guage	瓜葛
guagong	刮宫
guagou	挂钩
guaguajiao	呱呱叫
guaguo	瓜果
guahao	挂号
guahaofei	挂号费
guahuai	挂怀
guahuzi	刮胡子
guai	怪 拐 乖 叏 摑 掴 恠 枴 夬
guaibude	怪不得
guaidai	拐带
guaidan	怪诞
guaidian	拐点
guaiguai	乖乖
guaiguaide	怪怪的
guaigun	拐棍
guaihaizi	乖孩子
guaihua	怪话
guaijiao	怪叫 拐角
guaijiaochu	拐角处
guaijie	怪杰
guaijue	乖觉
guaili	乖戾 乖离
guaimai	拐卖
guaimiu	乖谬
guaimoguaiyang	怪模怪样
guaipi	怪僻 乖僻 怪癖
guaipian	拐骗
guaiqiao	乖巧
guaiquan	怪圈
guairen	怪人
guaisheng	怪声
guaishengguaiqi	怪声怪气
guaishi	怪事 怪石
guaishou	怪兽
guaitai	怪胎
guaiwan	拐弯
guaiwanmojiao	拐弯抹角
guaiwu	怪物
guaixiang	怪相
guaiyi	怪异
guaizai	怪哉
guaizhang	拐杖 乖张
guaizhao	怪招
guaizi	拐子
guaizui	怪罪
guajia	挂架
guajian	挂件
guaju	寡居
guakao	挂靠
gualian	刮脸
guamian	挂面
guaming	挂名
guamuxiangkan	刮目相看
guan	官 管 关 观 馆 棺 灌 冠 惯 贯 罐 錧 鑵 鏆 掼 倌 涫 貫 筦 鹳 琯 瓘 瘝 莞 摜 潅 盥 輨 鳏 悺 祼 悹
guanai	关爱 关隘
guananji	关安基
guanban	官办
guanbao	管保
guanbenwei	官本位
guanbi	关闭 管壁
guanbiminfan	官逼民反
guanbing	官兵
guanbingmen	官兵们
guancai	棺材 管材
guancang	馆藏
guance	观测
guancedian	观测点
guancewang	观测网
guancezhan	观测站
guancezhe	观测者
guancha	观察
guanchai	官差
guanchajia	观察家
guanchajing	观察镜
guanchali	观察力
guanchang	官场 惯常 灌肠
guanchao	观潮
guanchaohe	官朝贺
guanchashi	观察使
guanchasuo	观察所
guanchatuan	观察团
guanchayuan	观察员
guanchazhe	观察者
guanche	贯彻
guancheng	关城
guanchengbang	关城邦
guanchuan	贯穿 贯串
guancong	灌丛
guandai	管带 管待
guandao	管道 关岛 官道 官倒
guandeng	关灯
guandi	官邸 关帝
guandian	观点
guandiao	关掉
guandimiao	关帝庙
guanding	灌顶
guandong	关东
guandongjun	关东军
guandu	官渡
guandushang	官督商
guanduzhizhan	官渡之战
guanenqi	管恩琦
guaner	官儿 罐儿
guanfang	官方 关防
guanfangzhangguan	官房长官
guanfengqin	管风琴
guanfu	官府 官服
guanfuyuanzhi	官复原职
guanfuzi	关夫子
guang	光 广 逛 侊 咣 胱 垙 洸 俇 灮 犷 撗 姯 廣 桄
guangai	灌溉
guangan	观感 广安
guanganmen	广安门
guangban	光斑 光板
guangbian	光变
guangbiao	光标
guangbo	广播 光波 广博
guangbodianshi	广播电视
guangbodiantai	广播电台
guangboju	广播剧
guangboticao	广播体操
guangbozhan	广播站
guangbu	广布
guangbuzheng	广布政
guangcai	光彩 光采
guangcaiduomu	光彩夺目
guangcaizhaoren	光彩照人
guangchang	广场 广昌
guangcheng	光程
guangchuanguoji	广船国际
guangda	广大 光大 广达
guangdai	光带
guangdang	咣当
guangdao	广岛 光导
guangdaoxianwei	光导纤维
guangdayinhang	光大银行
guangde	广德
guangdian	光电 广电 光点
guangdianbu	广电部
guangdianguan	光电管
guangdianxiaoying	光电效应
guangdianzi	光电子
guangdianzongju	广电总局
guangdong	广东
guangdongdui	广东队
guangdonghedianjituan	广东核电集团
guangdongsheng	广东省
guangdongshengjiaoyuting	广东省教育厅
guangdongshengwei	广东省委
guangdongshengzhengfu	广东省政府
guangdongwaiyuwaimaodaxue	广东外语外贸大学
guangdu	广度 光度
guangduji	光度计
guangfa	广发
guangfan	广泛
guangfanxing	广泛性
guangfu	光复
guangfuhui	光复会
guangfushe	光辐射
guanggansiling	光杆司令
guanggao	广告
guanggaobu	广告部
guanggaoci	广告词
guanggaofei	广告费
guanggaopai	广告牌
guanggaoren	广告人
guanggaoshang	广告商
guanggaoxue	广告学
guanggaoye	广告业
guanggaozhu	广告主
guanggu	光谷 光顾
guangguailuli	光怪陆离
guangguan	光管
guangguang	逛逛 光光
guanggun	光棍
guanghan	广汉
guanghe	光合
guanghezuoyong	光合作用
guanghua	光华 光滑 光化
guanghuamucaichang	光华木材厂
guanghuan	光环
guanghuaxue	光化学
guanghui	光辉
guanghuicanlan	光辉灿烂
guanghuo	光火
guangji	广济 光机
guangjiang	光降
guangjiaohui	广交会
guangjie	逛街 光洁
guangjihe	广济河
guangjing	光景
guangkai	广开
guangkuo	广阔
guanglan	光缆
guangli	光利
guangliang	光亮
guangliangzi	光量子
guanglin	光临
guangling	广陵
guanglingsan	广陵散
guangliuliu	光溜溜
guangmang	光芒
guangmangsishe	光芒四射
guangmao	广袤
guangmian	光面
guangmin	光敏
guangming	光明
guangmingleiluo	光明磊落
guangmingribao	光明日报
guangmingwang	光明网
guangmingzhengda	光明正大
guangnan	广南
guangnian	光年
guangning	广宁
guangong	关公
guangpan	光盘
guangping	广平
guangpu	光谱 广谱
guangpufenxi	光谱分析
guangpuxian	光谱线
guangpuxue	光谱学
guangpuyi	光谱仪
guangqi	光气
guangqiang	光强
guangqu	光驱
guangquan	光圈
guangqumen	广渠门
guangre	光热
guangrong	光荣
guangrui	光蕊
guangrun	光润
guangshan	光栅 光山
guangshanshan	光闪闪
guangshi	光是
guangshu	光束
guangshuishi	广水市
guangshun	广顺
guangsu	光速
guangtianhuari	光天化日
guangtongliang	光通量
guangtongxin	光通信
guangtou	光头
guangtu	光秃
guangtutu	光秃秃
guangu	关顾 官股
guanguan	管管
guanguang	观光
guanguangfu	关广富
guanguangke	观光客
guanguo	棺椁
guangwei	广为
guangweiliuchuan	广为流传
guangwudi	光武帝
guangxi	广西 光熙
guangxian	光线 光纤 光鲜
guangxiantongxin	光纤通信
guangxidaxue	广西大学
guangxisheng	广西省
guangxishifandaxue	广西师范大学
guangxizhuangzuzizhiqu	广西壮族自治区
guangxu	光绪
guangxudi	光绪帝
guangxue	光学
guangxueboli	光学玻璃
guangya	光压 广雅
guangyan	光焰
guangyao	光耀
guangyi	广义
guangyin	光阴
guangying	光影
guangyinrenran	光阴荏苒
guangyuan	光源 广元
guangyuanshi	广元市
guangyun	光晕 广韵
guangyuwang	广域网
guangze	光泽
guangzhao	光照
guangzhilv	广之旅
guangzhongboshou	广种薄收
guangzhou	广州 光州
guangzhoudiqu	广州地区
guangzhougang	广州港
guangzhoujunqu	广州军区
guangzhouqiyi	广州起义
guangzhoushi	广州市
guangzhouwan	广州湾
guangzhu	光柱
guangzi	光子
guangzongyaozu	光宗耀祖
guanhanqing	关汉卿
guanhao	管好
guanhongye	关洪野
guanhu	关乎
guanhua	官话
guanhuai	关怀
guanhuaibeizhi	关怀备至
guanhuan	官宦
guanian	挂念
guanji	关机
guanjia	官家 管家 官价
guanjian	关键 管见
guanjianci	关键词
guanjiandian	关键点
guanjiang	灌浆
guanjianqin	管键琴
guanjianxing	关键性
guanjianzi	关键字
guanjiao	管教
guanjiapo	管家婆
guanjiaren	管家人
guanjie	关节 官阶 冠捷
guanjiebing	关节病
guanjietong	关节痛
guanjieyan	关节炎
guanjin	关紧 关进
guanjing	观景 管径
guanjue	官爵
guanjun	冠军 官军
guanjunbei	冠军杯
guanjunsai	冠军赛
guankan	观看
guankou	关口
guanlan	观览
guanlanxin	关兰馨
guanlaoye	官老爷
guanli	管理 官吏 惯例 观礼 馆里
guanlian	关联 关连
guanliandu	关联度
guanlianfang	关联方
guanliang	惯量
guanlianxing	关联性
guanliao	官僚
guanliaozhuyi	官僚主义
guanliaoziben	官僚资本
guanliaozibenzhuyi	官僚资本主义
guanlibu	管理部
guanliceng	管理层
